date,sleep_hours,study_hours,screen_time,exercise_minutes,mood_score,energy_level,task_difficulty,study_sessions,distractions,goal_completion,subject,productivity_rating
2022-10-14,6.6,3.6,4.4,10.0,6.6,,7,1,5,59.0,Machine Learning,8
2023-01-04,6.9,9.9,2.6,7.0,7.1,7.8,8,5,2,100.0,Data Structures,10
2025-09-15,7.8,4.8,1.6,54.0,7.8,7.8,8,6,2,77.0,Data Structures,10
2021-03-22,7.8,7.7,5.2,28.0,7.2,7.0,6,1,4,86.0,Political Science,10
2021-08-13,6.5,5.5,2.2,14.0,5.3,7.8,3,2,5,64.0,History,10
2023-01-27,7.6,7.1,4.1,0.0,7.3,5.9,6,5,3,94.0,Exam Revision,10
2023-07-28,4.8,9.5,3.7,23.0,7.5,5.7,9,2,2,100.0,Machine Learning,10
2024-11-11,6.8,2.4,10.6,23.0,5.0,6.7,6,1,7,45.0,Engineering Mathematics,5
2022-06-13,,7.5,2.3,39.0,6.6,5.7,5,7,3,99.0,Geography,10
2023-10-22,6.0,9.7,5.5,45.0,5.5,5.1,9,3,2,100.0,Database Systems,10
2022-02-13,7.6,6.7,3.1,35.0,6.9,5.9,9,3,1,93.0,Physics,10
2021-11-03,,6.3,1.4,10.0,4.4,6.5,6,4,2,82.0,Mathematics,10
2020-05-10,5.8,5.9,5.6,46.0,5.9,7.1,5,7,4,77.0,Reasoning,10
2020-05-01,7.9,5.2,5.7,17.0,4.9,7.2,9,4,5,73.0,Engineering Mathematics,10
2022-03-01,5.0,6.8,4.5,6.0,5.8,8.1,3,2,5,72.0,Exam Revision,10
2023-03-28,5.0,7.3,3.4,25.0,7.1,6.3,8,6,3,99.0,Computer Networks,10
2025-06-29,5.4,2.8,4.2,9.0,5.1,7.5,3,7,4,50.0,English,7
2021-12-18,6.2,2.8,15.929417641292083,42.0,5.7,5.6,6,6,5,46.0,Biology,7
2024-08-15,6.3,6.6,4.5,31.0,5.2,7.9,7,3,5,79.0,Project Work,10
2025-07-14,5.8,8.0,1.6,15.0,6.9,5.8,7,5,3,90.0,Political Science,10
2023-03-03,6.6,0.5,6.8,21.0,4.3,8.4,6,5,5,33.0,Database Systems,4
2023-03-24,7.4,8.0,4.7,54.0,5.5,8.3,5,6,5,98.0,English,10
2025-04-09,7.5,8.2,3.9,50.0,7.9,6.6,7,2,5,93.0,Economics,10
2023-06-10,7.9,5.6,7.5,27.0,8.1,7.6,6,6,3,72.0,Project Work,10
2022-06-28,7.2,7.5,2.9,33.0,6.9,7.1,8,3,0,96.0,Computer Networks,10
2023-01-21,6.2,7.7,4.1,11.0,5.7,5.7,7,4,5,89.0,Research,10
2025-10-27,,9.7,3.5,1.0,7.7,7.6,10,2,5,96.0,Programming,10
2024-03-13,5.8,5.8,5.2,32.0,6.7,7.8,4,4,4,69.0,Current Affairs,10
2022-05-07,6.5,2.5,9.9,24.0,6.7,,6,7,8,41.0,Database Systems,8
2020-08-25,6.8,7.4,3.2,33.0,6.9,4.2,10,2,4,88.0,Operating Systems,10
2022-06-06,8.1,7.6,2.8,45.0,7.3,9.1,7,1,1,92.0,Exam Revision,10
2024-02-01,8.1,4.8,3.2,36.0,9.0,8.6,6,1,1,71.0,Business Studies,10
2020-10-13,6.9,5.4,7.0,15.0,5.5,7.0,6,2,5,72.0,Research,10
2023-05-31,5.6,6.9,2.4,13.0,7.7,5.8,8,7,3,80.0,Electronics,10
2022-09-23,8.1,5.1,3.0,48.0,8.7,7.8,6,1,2,67.0,Reasoning,10
2024-09-05,7.5,6.2,2.8,49.0,8.6,8.5,10,4,0,91.0,Physics,10
2020-01-18,6.6,3.8,3.0,47.0,7.1,7.2,7,4,3,62.0,Electronics,10
2024-05-31,7.6,4.9,15.607320760789893,18.0,5.7,7.4,9,4,3,51.0,Machine Learning,10
2024-08-02,5.6,7.5,6.4,0.0,6.3,5.4,10,5,7,74.0,Operating Systems,10
2024-12-07,4.5,12.0,4.0,23.0,5.2,4.8,6,1,4,100.0,Business Studies,10
2020-03-09,7.2,8.7,3.9,18.0,8.5,8.1,9,6,5,89.0,Engineering Mathematics,10
2023-08-08,5.5,6.9,4.9,24.0,5.8,6.7,5,7,5,76.0,English,10
2024-05-05,7.2,5.7,7.6,50.0,7.2,7.9,6,1,3,76.0,Quantitative Aptitude,10
2023-12-26,6.2,9.5,5.8,9.0,5.9,5.0,5,2,4,98.0,Biology,10
2023-04-18,7.6,5.7,6.0,35.0,6.5,5.9,6,1,5,80.0,Biology,10
2022-08-21,7.4,2.1,7.0,30.0,7.0,5.7,4,2,3,49.0,History,7
2022-04-08,7.2,5.6,3.3,30.0,6.5,7.2,8,2,3,71.0,Operating Systems,10
2024-12-22,8.4,4.5,1.7,45.0,7.2,,4,7,4,69.0,Political Science,10
2021-07-10,7.0,4.1,5.0,20.0,7.8,6.1,4,5,5,73.0,Project Work,10
2025-12-05,7.2,3.0,6.0,26.0,5.7,7.5,9,4,5,54.0,Machine Learning,9
2020-04-30,7.1,7.3,3.8,27.0,6.1,7.3,8,5,2,95.0,Biology,10
2020-09-23,7.7,5.9,5.9,,5.8,6.3,6,3,2,58.0,Computer Science,10
2022-04-16,,6.0,8.4,32.0,7.5,,7,1,3,76.0,Exam Revision,10
2023-03-05,7.3,6.4,2.5,22.0,,7.5,6,1,0,90.0,Physics,10
2021-04-03,7.8,5.5,2.4,39.0,6.4,8.7,6,1,2,73.0,Database Systems,10
2021-06-28,5.9,4.9,5.9,18.0,4.9,5.2,9,4,5,49.0,Computer Science,8
2021-10-29,6.0,6.2,9.2,13.0,4.7,7.0,7,3,8,65.0,Reasoning,9
2023-03-06,8.0,8.4,4.0,18.0,8.3,8.0,7,5,2,100.0,Computer Networks,10
2025-11-10,7.4,3.4,4.6,26.0,6.8,6.4,3,5,4,48.0,Political Science,10
2023-07-14,4.6,4.8,6.5,16.0,6.9,6.7,3,6,5,69.0,Geography,10
2020-08-01,5.4,2.5,7.8,14.0,8.2,5.6,10,2,5,46.0,Data Structures,7
2022-03-13,,4.4,4.7,41.0,7.0,6.6,4,4,4,58.0,Geography,10
2025-01-18,5.9,2.6,6.9,15.0,5.0,5.5,5,7,10,43.0,Database Systems,5
2022-03-19,5.4,6.1,5.9,14.0,6.8,5.8,8,4,4,100.0,Computer Networks,10
2024-12-27,8.9,4.9,3.4,30.0,7.5,6.8,6,1,0,92.0,History,10
2022-01-09,6.2,4.2,4.8,35.0,6.6,,10,4,1,73.0,Operating Systems,10
2024-09-12,8.3,7.4,2.2,33.0,8.1,10.0,10,7,0,100.0,Engineering Mathematics,10
2024-10-10,8.6,7.9,3.1,46.0,8.4,7.7,6,5,1,99.0,Political Science,10
2021-03-03,8.4,4.2,6.7,47.0,7.7,8.3,4,4,3,77.0,Exam Revision,10
2025-07-03,6.7,5.1,6.3,19.0,7.9,6.5,10,7,1,80.0,Electronics,10
2021-03-29,7.0,7.8,6.5,38.0,5.8,6.6,10,2,2,81.0,Programming,10
2024-07-10,7.5,5.1,5.5,35.0,8.8,6.6,4,3,1,62.0,Economics,10
2025-03-30,7.2,7.8,1.5,56.0,6.9,7.2,9,2,3,79.0,Physics,10
2025-11-06,6.6,3.2,7.9,,4.9,7.0,6,1,5,50.0,Mathematics,9
2023-08-26,,6.3,3.0,17.0,6.7,6.6,4,7,1,100.0,Geography,10
2025-01-09,5.4,6.0,4.3,16.0,6.5,6.2,8,4,3,74.0,Operating Systems,10
2025-07-20,8.4,4.2,8.7,19.0,7.1,8.1,8,1,4,75.0,Economics,9
2021-05-18,7.0,6.3,5.4,39.0,6.6,4.7,9,5,4,82.0,Engineering Mathematics,10
2025-12-27,8.1,5.2,1.9,36.0,6.2,6.0,5,4,3,76.0,Exam Revision,10
2022-06-09,5.3,2.7,1.5,32.0,4.2,8.9,4,2,3,52.0,Economics,10
2023-01-11,8.3,6.0,5.2,27.0,6.5,7.1,8,1,2,92.0,Data Structures,10
2022-10-21,7.5,6.9,5.0,22.0,6.5,6.1,9,7,2,91.0,Research,10
2023-08-09,3.0,7.6,3.7,23.0,5.2,3.6,9,6,4,86.0,Machine Learning,10
2023-04-30,7.3,12.0,4.7,6.0,6.1,7.6,7,6,3,100.0,Computer Science,10
2022-06-15,6.9,7.1,3.3,41.0,7.9,8.2,8,7,2,87.0,Programming,10
2024-06-07,6.5,12.0,6.0,30.0,6.7,6.6,10,2,5,100.0,Physics,10
2023-11-25,8.0,5.7,4.0,58.0,6.7,6.2,4,3,3,73.0,Current Affairs,10
2024-03-18,7.0,3.4,9.6,35.0,7.7,5.7,9,6,8,50.0,Engineering Mathematics,6
2023-09-23,6.2,3.2,7.5,20.0,6.9,7.0,4,3,4,51.0,Geography,10
2022-12-30,8.5,6.3,4.8,16.0,5.8,8.7,10,5,2,85.0,Mathematics,10
2020-11-15,5.5,5.9,4.6,33.0,6.4,5.1,6,7,5,78.0,Database Systems,10
2024-06-20,6.6,5.9,3.2,62.0,7.3,7.2,8,3,2,68.0,Reasoning,10
2023-07-20,6.8,8.0,2.4,6.0,6.5,8.4,6,7,3,91.0,Mathematics,10
2020-06-21,7.4,5.3,6.0,45.0,6.8,7.0,3,4,5,67.0,English,10
2023-11-16,5.6,9.8,4.3,6.0,5.7,5.8,9,3,5,100.0,Electronics,10
2021-07-25,6.5,6.6,3.1,82.0,7.6,5.7,6,1,3,77.0,Project Work,10
2024-03-18,6.5,2.7,10.2,9.0,5.1,6.0,5,5,5,54.0,History,7
2024-11-30,5.9,3.2,10.3,19.0,5.1,5.9,10,4,8,60.0,Research,5
2023-10-23,6.9,9.6,2.7,24.0,6.0,7.3,8,7,5,100.0,Programming,10
2021-07-05,4.9,6.4,4.6,4.0,6.2,7.3,7,5,7,72.0,Data Structures,9
2020-12-13,7.5,3.6,6.8,25.0,7.2,6.5,4,3,5,64.0,Political Science,8
2023-03-19,7.3,4.7,5.0,53.0,5.4,7.7,9,6,2,72.0,Database Systems,10
2023-06-07,5.7,6.0,5.0,0.0,5.3,7.5,7,4,5,68.0,Database Systems,10
2020-11-05,6.2,4.2,6.6,41.0,6.4,5.9,6,6,3,67.0,Biology,10
2020-03-21,7.3,6.5,4.5,48.0,6.6,8.1,8,3,2,96.0,Chemistry,10
2021-10-16,6.4,4.2,6.4,11.0,,7.8,8,5,3,58.0,Computer Science,9
2021-03-19,6.7,1.6,7.5,12.0,5.4,5.0,9,2,10,30.0,Computer Science,3
2023-07-01,7.1,7.2,2.6,27.0,6.3,8.4,4,5,0,100.0,Political Science,10
2025-11-06,6.6,6.9,4.7,26.0,6.8,6.5,3,2,1,85.0,Geography,10
2021-01-20,3.8,8.4,3.3,10.0,7.0,6.1,7,3,2,100.0,Economics,10
2021-01-22,6.8,8.0,1.3,36.0,5.6,8.8,7,4,0,100.0,Research,10
2022-09-19,8.5,2.6,3.7,1.0,6.6,7.9,9,4,1,51.0,Accountancy,10
2022-03-29,6.0,2.7,4.1,45.0,6.9,6.5,5,7,4,52.0,Biology,10
2021-04-22,7.3,6.9,7.1,17.0,9.3,4.7,7,2,2,100.0,Reasoning,10
2020-03-22,5.4,9.9,3.2,37.0,5.6,6.0,5,4,5,100.0,English,10
2020-05-23,7.0,4.0,7.2,43.0,7.5,7.3,8,5,4,52.0,Programming,10
2022-05-16,7.3,8.6,3.5,21.0,6.5,6.5,9,5,1,100.0,Mathematics,10
2020-12-19,4.7,6.8,4.8,45.0,4.9,6.5,5,5,5,91.0,Current Affairs,10
2024-08-03,5.2,4.9,5.3,16.0,7.8,6.6,8,1,2,72.0,Accountancy,10
2021-05-21,5.8,2.4,8.4,37.0,7.5,5.0,6,4,6,46.0,Electronics,8
2021-01-14,7.1,5.8,3.6,66.0,7.9,6.7,9,4,1,77.0,Engineering Mathematics,10
2023-05-01,7.5,7.0,4.2,84.0,6.3,8.5,9,7,3,85.0,Machine Learning,10
2024-12-06,5.3,5.6,4.6,10.0,5.4,5.8,6,4,4,81.0,Current Affairs,10
2022-12-23,6.8,2.4,11.1,15.0,6.4,6.3,7,4,5,50.0,Data Structures,6
2023-04-02,5.6,5.1,6.3,32.0,6.9,7.3,10,2,5,69.0,Machine Learning,10
2022-11-25,4.0,12.0,5.8,0.0,5.3,4.3,8,1,2,100.0,Programming,10
2020-07-09,5.4,3.0,7.6,25.0,7.5,,3,4,5,42.0,Current Affairs,9
2022-05-10,7.5,9.1,3.3,52.0,6.7,8.0,3,7,1,100.0,English,10
2025-02-20,5.8,5.0,5.5,50.0,6.8,5.3,6,7,2,79.0,Exam Revision,10
2022-01-03,8.5,4.3,4.7,42.0,6.7,6.5,8,4,1,70.0,Reasoning,10
2020-02-19,6.3,5.5,6.0,10.0,8.0,4.6,10,3,3,69.0,Mathematics,10
2021-02-23,6.2,6.4,3.6,4.0,5.6,6.7,6,4,5,77.0,Quantitative Aptitude,10
2025-03-02,6.3,3.0,9.9,12.0,7.6,5.7,4,7,1,58.0,Geography,10
2024-03-01,6.9,12.0,6.5,23.0,6.2,5.6,8,5,5,100.0,Database Systems,10
2023-07-09,7.7,3.8,5.8,14.0,6.2,6.5,3,6,4,59.0,Business Studies,10
2024-03-18,7.4,6.8,2.6,20.0,7.8,7.7,4,7,1,77.0,Political Science,10
2024-11-05,7.1,7.7,4.9,40.0,7.4,7.8,7,6,2,100.0,Exam Revision,10
2024-07-19,3.5,1.7,6.5,14.0,6.2,4.2,3,3,4,47.0,English,4
2025-05-12,7.3,3.5,9.1,0.0,6.3,6.7,7,6,7,34.0,Accountancy,6
2022-10-06,5.8,2.6,9.3,6.0,7.1,4.8,8,6,6,46.0,Computer Science,6
2021-05-05,10.0,6.7,3.5,7.0,6.6,9.6,7,7,4,84.0,Research,10
2024-07-10,7.8,4.2,8.3,33.0,8.2,7.1,2,2,4,68.0,Current Affairs,10
2021-04-02,6.9,10.2,7.1,34.0,5.5,7.7,3,5,4,100.0,Geography,10
2024-01-20,8.1,3.4,2.3,52.0,7.7,7.8,5,3,2,57.0,Programming,10
2024-05-01,4.3,7.6,5.3,20.0,7.9,4.8,5,1,3,86.0,Economics,10
2024-01-06,5.4,3.3,4.2,22.0,5.2,6.4,8,4,5,55.0,Computer Networks,7
2021-02-12,7.9,10.2,6.6,28.0,6.9,6.1,4,2,7,98.0,English,10
2023-05-09,8.5,8.5,2.7,0.0,6.6,8.1,7,3,5,88.0,Reasoning,10
2020-02-28,6.4,4.6,4.0,26.0,8.6,7.4,10,1,1,87.0,Programming,10
2020-02-10,7.1,6.0,4.0,,6.5,7.3,7,5,3,90.0,Computer Networks,10
2021-01-10,7.0,2.1,7.8,41.0,8.0,6.2,8,2,1,51.0,Engineering Mathematics,9
2020-08-19,6.9,7.6,6.5,17.0,7.5,7.3,6,3,1,100.0,Geography,10
2021-12-29,6.6,2.7,8.8,32.0,5.4,7.7,5,7,8,34.0,Programming,8
2024-10-16,5.6,5.8,3.2,47.0,7.4,7.6,8,5,1,67.0,Engineering Mathematics,10
2024-01-25,6.7,4.1,7.2,35.0,7.6,7.5,7,1,4,81.0,Geography,10
2021-09-08,,6.9,3.8,25.0,6.5,6.3,5,2,2,93.0,Biology,10
2024-02-06,6.9,0.7,6.2,7.0,7.1,5.5,7,1,10,22.0,Biology,4
2024-10-18,7.5,8.0,5.8,39.0,7.3,6.9,7,2,3,99.0,Reasoning,10
2025-02-10,5.9,3.2,3.7,34.0,7.9,7.3,7,6,4,69.0,Computer Networks,10
2022-11-12,5.4,5.2,5.2,8.0,4.7,7.7,6,5,5,59.0,Computer Science,9
2023-09-13,7.1,2.8,7.3,25.0,6.4,7.6,5,1,7,41.0,Quantitative Aptitude,8
2024-12-03,8.1,3.1,5.4,10.0,6.0,5.6,5,5,8,46.0,Current Affairs,8
2022-08-19,7.4,6.6,4.7,66.0,8.0,7.0,9,1,2,78.0,Physics,10
2025-09-05,5.2,2.2,5.7,19.0,5.6,5.1,5,3,5,34.0,Biology,7
2025-09-10,7.7,6.0,15.011438929590163,33.0,8.7,9.0,5,1,3,77.0,Chemistry,10
2023-04-16,6.3,4.2,6.0,20.0,8.0,6.3,6,2,5,51.0,Accountancy,9
2023-10-19,6.6,3.6,7.1,18.0,5.6,5.8,6,1,10,47.0,Accountancy,5
2020-03-30,5.7,4.4,6.6,51.0,6.9,5.6,10,1,4,59.0,Programming,9
2020-11-09,7.1,4.2,7.4,35.0,8.5,6.0,6,4,4,80.0,Engineering Mathematics,10
2020-11-16,7.6,4.3,10.8,28.0,7.0,6.2,4,1,10,55.0,History,9
2023-12-10,5.3,2.6,8.5,4.0,4.0,6.6,7,7,6,54.0,Database Systems,7
2020-12-12,4.3,7.3,2.4,8.0,7.0,6.3,9,6,3,92.0,Mathematics,10
2020-02-26,8.4,6.5,4.3,23.0,8.2,7.0,7,5,3,89.0,Business Studies,10
2022-12-15,5.1,3.2,7.3,44.0,5.7,6.4,8,1,2,54.0,Biology,9
2024-01-02,8.9,7.0,2.8,55.0,8.3,7.1,7,6,2,100.0,Geography,10
2020-09-06,8.2,6.7,2.1,43.0,5.9,8.5,9,1,1,91.0,Electronics,10
2022-02-22,5.8,4.1,5.9,34.0,6.6,6.1,3,7,3,54.0,English,9
2020-02-06,5.5,2.6,4.3,30.0,5.3,5.4,5,2,4,58.0,Reasoning,8
2025-05-12,7.6,1.8,6.1,7.0,6.3,6.6,5,7,2,64.0,English,9
2021-08-06,8.0,5.0,3.0,13.0,8.1,7.6,9,2,1,72.0,Electronics,10
2025-03-04,5.6,3.9,4.7,3.0,7.2,4.9,9,5,5,65.0,Database Systems,9
2025-06-29,6.2,4.5,7.0,24.0,6.1,6.6,5,4,2,67.0,Computer Science,10
2020-04-16,9.3,8.7,1.4,37.0,6.8,6.6,7,6,3,97.0,Computer Science,10
2025-05-10,6.8,2.3,8.6,37.0,4.9,7.1,8,6,4,39.0,Computer Science,5
2021-09-08,8.8,5.2,3.5,32.0,6.0,8.4,9,6,5,72.0,Chemistry,10
2021-01-19,9.1,8.5,4.6,47.0,7.4,8.5,7,4,3,100.0,Computer Networks,10
2023-05-22,7.6,5.2,6.7,0.0,5.3,7.0,7,2,9,67.0,Operating Systems,9
2021-11-23,7.0,3.5,7.1,21.0,5.3,7.3,4,4,8,43.0,Project Work,7
2021-01-10,8.8,3.9,3.4,35.0,9.0,9.6,8,6,1,55.0,Exam Revision,10
2025-11-10,5.6,3.3,6.7,30.0,5.9,5.6,7,5,7,44.0,Operating Systems,6
2021-05-11,5.2,2.4,10.1,27.0,5.3,5.7,7,5,8,47.0,Research,5
2023-08-07,6.6,5.0,3.7,47.0,7.7,7.2,6,6,4,59.0,Computer Networks,10
2024-08-17,6.6,1.6,7.0,25.0,7.5,7.4,10,4,6,37.0,Physics,8
2024-08-03,8.2,1.4,12.1,20.0,6.6,5.7,6,2,9,37.0,Project Work,5
2022-06-10,7.2,3.9,4.7,21.0,7.6,8.6,6,5,3,68.0,Business Studies,10
2021-06-28,7.0,3.2,10.2,25.0,5.2,7.6,7,6,7,28.0,Database Systems,5
2025-10-01,6.2,4.4,8.4,16.0,5.9,5.3,9,4,5,63.0,Programming,6
2023-05-14,8.0,4.5,7.3,28.0,6.7,5.8,7,6,5,68.0,History,10
2022-10-13,5.9,8.0,3.8,19.0,6.1,6.3,7,4,5,84.0,Computer Networks,10
2024-11-09,3.7,8.2,5.4,10.0,5.4,6.1,10,5,4,78.0,Operating Systems,10
2022-11-05,4.8,6.7,5.3,22.0,7.2,5.9,6,6,4,95.0,Computer Science,10
2020-02-13,7.0,6.4,5.5,0.0,6.3,6.0,8,1,3,98.0,Computer Science,10
2021-01-13,5.9,8.2,4.5,12.0,4.9,6.7,8,1,3,90.0,Engineering Mathematics,10
2021-12-03,7.5,5.5,4.7,44.0,7.2,6.4,7,6,3,76.0,Machine Learning,10
2021-09-14,5.6,10.0,2.9,18.0,6.5,5.7,8,6,5,100.0,Data Structures,10
2021-05-09,7.4,7.2,2.6,24.0,5.6,7.6,4,3,4,86.0,Business Studies,10
2022-12-05,7.7,6.4,1.7,23.0,7.8,5.9,7,1,3,82.0,Biology,10
2022-01-08,5.5,6.0,3.5,14.0,5.4,6.1,6,6,5,77.0,Database Systems,10
2021-02-08,6.8,5.8,5.1,24.0,7.1,6.5,7,5,2,70.0,Project Work,10
2022-11-18,8.3,5.6,2.9,23.0,7.1,8.0,6,5,2,75.0,Operating Systems,10
2020-05-28,7.6,5.3,3.9,23.0,7.3,6.4,6,1,5,71.0,Computer Science,10
2023-01-27,6.9,1.8,7.8,29.0,8.0,6.5,8,1,8,37.0,Data Structures,6
2020-11-28,7.9,7.9,7.3,68.0,8.9,6.9,10,1,5,100.0,Programming,10
2021-01-31,6.5,6.4,6.7,22.0,5.9,9.5,3,5,5,76.0,English,10
2021-10-08,7.9,2.9,11.3,12.0,5.3,6.5,6,1,10,40.0,Political Science,5
2025-01-25,6.2,1.4,10.1,41.0,5.9,7.3,6,6,7,34.0,English,4
2022-07-06,6.5,3.2,4.8,0.0,4.6,5.7,9,6,2,66.0,Chemistry,7
2023-03-17,6.6,2.4,9.7,11.0,5.9,7.1,10,7,10,35.0,Operating Systems,5
2021-04-29,6.8,8.6,3.8,21.0,3.8,7.5,9,5,2,100.0,Chemistry,10
2020-05-30,8.2,6.1,4.3,61.0,7.5,9.7,5,6,3,87.0,Business Studies,10
2024-03-20,5.6,10.9,3.4,13.0,5.9,5.9,4,5,2,100.0,Current Affairs,10
2021-12-01,8.7,9.3,1.4,37.0,8.4,6.0,3,7,4,100.0,English,10
2025-08-13,5.8,1.5,10.4,4.0,5.2,5.2,7,7,10,26.0,Mathematics,3
2024-11-19,8.4,8.7,4.0,49.0,7.4,8.3,8,4,1,100.0,Engineering Mathematics,10
2022-01-13,7.1,6.9,6.0,19.0,7.5,6.9,7,7,7,74.0,Electronics,10
2024-01-16,5.0,6.0,11.2,13.0,6.0,5.8,5,1,4,78.0,Reasoning,10
2023-02-22,7.1,3.7,4.3,24.0,6.7,6.6,6,1,1,57.0,English,10
2022-01-03,7.4,5.7,4.8,61.0,8.8,6.5,10,2,3,77.0,Machine Learning,10
2023-09-23,5.5,4.3,5.2,0.0,5.8,5.8,6,6,5,39.0,Engineering Mathematics,7
2022-09-16,4.1,2.7,5.9,24.0,5.4,4.9,6,1,3,48.0,Computer Networks,6
2021-01-17,6.3,7.5,5.6,47.0,7.2,5.9,8,1,4,89.0,Engineering Mathematics,10
2022-01-21,8.0,5.9,3.5,14.0,9.0,8.4,6,7,1,94.0,Current Affairs,10
2020-01-23,6.2,1.7,11.0,30.0,5.6,5.7,10,2,10,40.0,Operating Systems,2
2022-12-09,6.9,12.0,4.7,21.0,5.7,8.8,6,2,5,100.0,Economics,10
2020-05-29,7.8,8.7,1.7,43.0,6.9,9.1,6,3,4,98.0,Database Systems,10
2024-06-20,7.9,6.0,1.4,30.0,7.7,8.1,6,3,3,91.0,Biology,10
2021-09-16,7.4,2.8,8.8,34.0,9.1,5.3,10,6,8,47.0,Programming,8
2020-12-29,8.1,2.8,4.1,36.0,4.9,7.5,10,1,5,49.0,Programming,9
2025-12-01,6.3,1.3,7.1,0.0,6.0,8.0,2,2,7,26.0,Current Affairs,5
2022-11-12,7.7,3.9,6.6,28.0,8.1,,6,1,3,62.0,Computer Science,10
2023-10-25,6.5,5.0,6.0,37.0,8.3,,3,7,3,76.0,Current Affairs,10
2025-05-27,7.0,9.0,2.8,8.0,5.9,7.4,9,2,3,95.0,Quantitative Aptitude,10
2022-11-10,9.2,4.6,3.5,3.0,8.1,8.0,8,1,5,63.0,Physics,10
2023-08-21,6.4,4.0,5.3,18.0,6.5,5.1,3,4,3,73.0,Current Affairs,9
2021-01-10,6.6,6.5,6.3,39.0,7.2,7.7,8,6,3,68.0,Physics,10
2020-06-13,8.2,6.1,1.0,67.0,8.6,9.0,9,1,3,79.0,Quantitative Aptitude,10
2020-05-16,,6.9,3.2,5.0,6.6,7.1,5,6,2,93.0,Quantitative Aptitude,10
2025-05-06,7.4,6.7,3.9,60.0,9.0,8.4,5,5,2,86.0,Quantitative Aptitude,10
2022-12-07,7.3,7.4,5.3,28.0,6.3,6.5,7,5,4,95.0,Project Work,10
2023-05-28,7.5,7.8,1.5,24.0,6.6,8.2,10,1,3,92.0,Computer Networks,10
2022-09-18,5.5,3.1,5.8,0.0,8.6,6.5,7,3,1,59.0,Operating Systems,10
2025-11-05,7.5,3.7,4.9,22.0,6.8,7.2,7,2,4,51.0,Engineering Mathematics,9
2025-02-25,5.6,2.5,9.3,11.0,6.0,4.7,3,1,6,48.0,Political Science,6
2023-10-28,4.2,4.8,0.9,30.0,6.4,7.2,6,5,4,78.0,Business Studies,10
2024-09-02,7.1,0.8,4.7,39.0,5.8,8.4,7,6,6,27.0,Electronics,8
2022-06-10,9.5,5.9,3.5,57.0,7.5,7.5,7,5,2,87.0,Research,10
2020-12-27,7.6,6.4,2.5,72.0,7.8,,10,6,1,91.0,Machine Learning,10
2025-04-29,8.3,9.1,1.6,64.0,7.7,6.3,7,7,3,100.0,Accountancy,10
2021-05-10,6.2,3.3,3.2,17.0,8.0,7.4,4,7,3,73.0,Political Science,10
2022-07-19,7.3,3.6,3.9,7.0,9.4,9.3,8,7,1,84.0,Database Systems,10
2024-09-06,7.5,5.5,5.3,32.0,8.5,7.8,2,3,5,72.0,English,10
2020-07-17,5.5,8.1,6.0,13.0,4.1,7.0,4,1,5,97.0,Political Science,10
2021-07-28,7.0,5.8,3.4,38.0,8.4,6.4,9,1,1,83.0,Chemistry,10
2024-01-28,5.4,2.9,6.4,75.0,8.0,,9,2,3,65.0,Chemistry,10
2020-09-07,7.9,4.7,4.1,0.0,5.8,7.3,10,7,1,77.0,Engineering Mathematics,10
2024-04-22,6.9,2.6,7.8,,7.0,6.3,10,7,9,30.0,Research,7
2023-10-23,5.8,7.9,2.8,49.0,8.4,7.2,7,4,1,100.0,Operating Systems,10
2025-07-17,6.9,4.5,4.5,12.0,6.9,6.2,8,6,3,50.0,Machine Learning,10
2023-04-14,8.8,8.7,0.8,41.0,8.2,8.5,5,2,2,96.0,Political Science,10
2023-03-02,8.4,8.0,3.0,84.0,8.2,8.4,6,4,3,92.0,Chemistry,10
2022-09-29,6.0,8.1,3.8,22.0,5.3,6.1,5,3,4,100.0,Quantitative Aptitude,10
2021-04-23,7.2,10.1,6.1,38.0,6.8,7.4,9,7,3,100.0,Engineering Mathematics,10
2022-03-03,6.7,2.8,5.6,28.0,7.5,7.8,5,3,7,66.0,Quantitative Aptitude,9
2025-01-02,8.4,6.1,2.1,50.0,7.2,8.8,7,7,0,91.0,History,10
2025-01-13,5.6,2.7,7.9,4.0,5.6,6.8,5,6,8,40.0,Economics,6
2023-08-04,6.4,4.4,2.7,46.0,7.6,8.1,7,5,1,80.0,Engineering Mathematics,10
2023-03-20,3.7,9.2,7.4,17.0,7.6,4.6,4,6,3,100.0,Business Studies,10
2025-12-20,6.7,6.2,2.4,21.0,7.2,5.8,8,1,5,75.0,Physics,10
2022-06-29,4.8,1.4,6.4,14.0,5.3,5.7,7,4,7,42.0,Business Studies,3
2025-02-04,5.7,4.5,8.0,50.0,6.5,6.6,10,5,4,63.0,Mathematics,9
2025-09-03,4.6,5.7,5.0,52.0,7.9,5.9,8,5,1,83.0,Economics,10
2020-06-19,6.7,2.7,3.0,38.0,6.3,6.1,6,7,4,51.0,Current Affairs,8
2024-12-17,7.4,4.9,5.3,50.0,6.1,7.9,6,7,4,72.0,Reasoning,10
2021-04-22,6.6,6.0,4.0,47.0,6.8,,7,1,1,80.0,Reasoning,10
2022-05-12,7.2,8.2,2.6,33.0,,6.8,8,2,0,100.0,Project Work,10
2025-08-29,6.7,8.9,1.7,30.0,7.1,6.0,7,6,0,100.0,Chemistry,10
2023-10-13,7.0,5.7,2.6,74.0,8.7,8.1,5,6,2,94.0,Reasoning,10
